"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Hombres","Educación (Niveles agregados): Nivel desconocido","2018",0.7,,,"Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad máxima: 74 años"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Mujeres","Educación (Niveles agregados): Total","2018",72.9,,,"Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad máxima: 74 años"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Mujeres","Educación (Niveles agregados): Básico","2018",20.3,,,"Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad máxima: 74 años"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2018",28,,,"Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad máxima: 74 años"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2018",23.7,,,"Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad máxima: 74 años"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Mujeres","Educación (Niveles agregados): Nivel desconocido","2018",0.9,,,"Cobertura de la población: Excluye a la población institucional | Cobertura de edad - edad máxima: 74 años"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Hombres","Educación (CINE-11): Total","2017",87.4,,,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Hombres","Educación (CINE-11): 1. Educación primaria","2017",12.3,,,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Hombres","Educación (CINE-11): 2. Educación secundaria baja","2017",12.6,,,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Hombres","Educación (CINE-11): 3. Educación secundaria alta","2017",29.4,,,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Hombres","Educación (CINE-11): 4. Educación postsecundaria no terciaria","2017",,"Poco fiable",,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Hombres","Educación (CINE-11): 5. Educación terciaria de ciclo corto","2017",,"Poco fiable",,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Hombres","Educación (CINE-11): 6. Grado en educación terciaria o nivel equivalente","2017",13.3,,,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Hombres","Educación (CINE-11): 7. Nivel de maestría, especialización o equivalente","2017",13,,,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Hombres","Educación (CINE-11): 8. Nivel de doctorado o equivalente","2017",,"Poco fiable",,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Hombres","Educación (CINE-11): 9. No clasificado en otra parte","2017",,"Poco fiable",,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Mujeres","Educación (CINE-11): Total","2017",81.8,,,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Mujeres","Educación (CINE-11): 1. Educación primaria","2017",12.4,,,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Mujeres","Educación (CINE-11): 2. Educación secundaria baja","2017",13.8,,,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Mujeres","Educación (CINE-11): 3. Educación secundaria alta","2017",25.1,,,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Mujeres","Educación (CINE-11): 5. Educación terciaria de ciclo corto","2017",,"Poco fiable",,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Mujeres","Educación (CINE-11): 6. Grado en educación terciaria o nivel equivalente","2017",11.1,,,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Mujeres","Educación (CINE-11): 7. Nivel de maestría, especialización o equivalente","2017",12.9,,,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Mujeres","Educación (CINE-11): 8. Nivel de doctorado o equivalente","2017",,"Poco fiable",,"Cobertura de la población: Excluye a la población institucional"
"Alemania","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Microcenso","Sexo: Mujeres","Educación (CINE-11): 9. No clasificado en otra parte","2017",,"Poco fiable",,"Cobertura de la población: Excluye a la población institucional"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Hombres","Educación (Niveles agregados): Total","2020",20.442,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2020",0,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Hombres","Educación (Niveles agregados): Básico","2020",0.971,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2020",3.882,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2020",10.606,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Hombres","Educación (Niveles agregados): Nivel desconocido","2020",4.983,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Mujeres","Educación (Niveles agregados): Total","2020",18.62,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2020",0,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Mujeres","Educación (Niveles agregados): Básico","2020",0.941,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2020",2.917,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2020",10.822,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Mujeres","Educación (Niveles agregados): Nivel desconocido","2020",3.94,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Hombres","Educación (Niveles agregados): Total","2019",24.703,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2019",0,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Hombres","Educación (Niveles agregados): Básico","2019",0.91,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2019",4.539,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2019",13.888,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Hombres","Educación (Niveles agregados): Nivel desconocido","2019",5.366,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Mujeres","Educación (Niveles agregados): Total","2019",23.268,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2019",0,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Mujeres","Educación (Niveles agregados): Básico","2019",1.038,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2019",4.076,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2019",14.006,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Dinamarca","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de la fuerza laboral basadas en registros","Sexo: Mujeres","Educación (Niveles agregados): Nivel desconocido","2019",4.148,,,"Período de referencia de los datos: Noviembre | Cobertura geográfica: Total nacional Excluye a los territorios de ultramar"
"Etiopía","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Registros Administrativos, Ministerio de Trabajo, Ocupación y Asuntos Sociales","Sexo: Hombres","Educación (Niveles agregados): Total","2018",9.38,,,"Cobertura geográfica: Total nacional Excluye a los territorios de ultramar | Cobertura del grupo de referencia: Asalariados"
"Etiopía","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Registros Administrativos, Ministerio de Trabajo, Ocupación y Asuntos Sociales","Sexo: Mujeres","Educación (Niveles agregados): Total","2018",0.875,,,"Cobertura geográfica: Total nacional Excluye a los territorios de ultramar | Cobertura del grupo de referencia: Asalariados"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Total","2021",78.696,,,"Institución que produce los datos: Oficina Nacional de Estadística | Cobertura geográfica: Total nacional Excluye ciertas áreas | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2021",4.679,,,"Institución que produce los datos: Oficina Nacional de Estadística | Cobertura geográfica: Total nacional Excluye ciertas áreas | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Básico","2021",21.401,,,"Institución que produce los datos: Oficina Nacional de Estadística | Cobertura geográfica: Total nacional Excluye ciertas áreas | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2021",21.848,,,"Institución que produce los datos: Oficina Nacional de Estadística | Cobertura geográfica: Total nacional Excluye ciertas áreas | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2021",30.769,,,"Institución que produce los datos: Oficina Nacional de Estadística | Cobertura geográfica: Total nacional Excluye ciertas áreas | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Nivel desconocido","2021",0,,,"Institución que produce los datos: Oficina Nacional de Estadística | Cobertura geográfica: Total nacional Excluye ciertas áreas | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Total","2021",85.532,,,"Institución que produce los datos: Oficina Nacional de Estadística | Cobertura geográfica: Total nacional Excluye ciertas áreas | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2021",5.016,,,"Institución que produce los datos: Oficina Nacional de Estadística | Cobertura geográfica: Total nacional Excluye ciertas áreas | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Básico","2021",18.423,,,"Institución que produce los datos: Oficina Nacional de Estadística | Cobertura geográfica: Total nacional Excluye ciertas áreas | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2021",22.622,,,"Institución que produce los datos: Oficina Nacional de Estadística | Cobertura geográfica: Total nacional Excluye ciertas áreas | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2021",39.471,,,"Institución que produce los datos: Oficina Nacional de Estadística | Cobertura geográfica: Total nacional Excluye ciertas áreas | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Nivel desconocido","2021",0,,,"Institución que produce los datos: Oficina Nacional de Estadística | Cobertura geográfica: Total nacional Excluye ciertas áreas | Definición de población residente: Vive o tiene la intención de vivir en el país durante 12 meses o más"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Total","2020",99.76,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2020",5.923,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Básico","2020",27.135,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2020",27.703,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2020",38.998,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Total","2020",108.416,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2020",6.349,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Básico","2020",23.351,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2020",28.681,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2020",50.034,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Total","2018",95.111,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2018",7.409,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Básico","2018",25.187,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2018",25.646,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2018",36.868,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Total","2018",105.501,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2018",6.276,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Básico","2018",22.873,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2018",28.363,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2018",47.989,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (CINE-11): Total","2017",96.46,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (CINE-11): X. Sin escolaridad","2017",0,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (CINE-11): 0. Educación de la primera infancia","2017",6.807,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (CINE-11): 1. Educación primaria","2017",21.672,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (CINE-11): 2. Educación secundaria baja","2017",4.699,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (CINE-11): 3. Educación secundaria alta","2017",26.656,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (CINE-11): 4. Educación postsecundaria no terciaria","2017",0,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (CINE-11): 5. Educación terciaria de ciclo corto","2017",4.234,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (CINE-11): 6. Grado en educación terciaria o nivel equivalente","2017",14.66,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (CINE-11): 7. Nivel de maestría, especialización o equivalente","2017",15.051,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (CINE-11): 8. Nivel de doctorado o equivalente","2017",2.68,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (CINE-11): 9. No clasificado en otra parte","2017",0,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (CINE-11): Total","2017",105.189,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (CINE-11): X. Sin escolaridad","2017",0,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (CINE-11): 0. Educación de la primera infancia","2017",6.172,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
